username,handle,postDate,content,retweets,likes
notdailypodcast,@notdailypodcast,2020-10-08T16:15:13.000Z,I think I’m gonna make the first self aware ai entirely running on Google spreadsheet,,1
idealpiper,@idealpiper,2020-10-08T15:15:00.000Z,Imagine if dating app used AI to match you with people based on your data like google searches and all your interests,2,7
Lukas Eder,@lukaseder,2020-10-08T15:05:13.000Z,"To solve the problem of syntax bike shedding once and for all, we should have javac upload the code to Google Translate or some other AI to see what it thinks of it.",,
RAISE 2020 Virtual Summit,@RaiseAISummit,2020-10-08T14:50:22.000Z,"“Perfect definition of fairness which encapsulates all traits & dimensions does not exist; however, AI ethics & ML fairness need to be unbiased towards all sections & races in society.” ~ Ms. 
@viegasf
 , Co-lead, 
@Google
  Pair.
@GoogleBrain
 @GoogleAI
 @GoogleIndia
 
#RAISE2020",1,5
Chris,@kiagiri,2020-10-08T14:45:03.000Z,Did Twitter AI move Google AI into the how it started column?,,1
Quiet Storm,@QuietSt94764247,2020-10-08T13:23:06.000Z,Google Translate thinks the symbols are Corsican..... AI has a ways to go.,,1
Sandro Saitta,@DataMiningBlog,2020-10-08T10:57:54.000Z,"3 women in data science to follow:
@alliekmiller
 -> AI & ML @ Amazon

Cassie Kozyrkov -> Decision science @ Google
@StorybyData
 -> Data visualization @ Story by Data

Who do you follow ?

More women to follow -> The Female Lead

#womeninstem #womenindatascience",3,18
verge_ebooks,@vveerrggee,2020-10-08T10:26:29.000Z,Twitter's search engine helps Google's native AI improve your photos at the grocery store,,
Alberto Daniel Hill ‍ Hacker,@ADanielHill,2020-10-08T09:30:27.000Z,"lol i bet also ""siri"" and ""ok google"" are just being tunned to make a washing machine ""AI READY"" lol u r funny!",1,2
Gary Marrs,@dangergeowolf,2020-10-08T08:57:45.000Z,"Because google gets tonnes of money promoting links and advertisements. They need your traffic to be profitable. Big cloud servers are needed these days particularly for AI projects. This is cost prohibitive for small start ups. So they use Amazon Web Services, etc, to host them.",1,
Ashish Sharma,@voiletZilch,2020-10-08T08:44:28.000Z,"If your choices depends on what's on your screen, that means somewhere am AI is already controlling you. Don't wait for Terminator to tell you that! #ai #technology #Google #Microsoft #Facebook #Apple",1,
Cos,@CosWiSe,2020-10-08T07:56:29.000Z,"This is a generic issue with the old AI, where most of the references used during the machine learning process were with white males. Google and Apple had the same problem where people with dark skin couldn't unlock the phone with the face recognition.",,1
Nagato,@NagatoDharma,2020-10-08T07:41:18.000Z,"So, what's making me bullish about $AGI besides the good development, decentralized AI marketplace etc.

I think the biggest thing is Google Play and Apple store integration. When someone uses SingularityNet in the backend and someone pays for an app, $AGI tokens are consumed.",2,24
0xSkeptic | Cringe Connoisseur,@RishiAlwani,2020-10-08T07:33:37.000Z,"""Data is the new oil"" argument again. Allegations of use of ""ML and AI"" used on developer data by Google to create competition. ""What if Google makes it's own health app""?

(yeah I'm watching it now)",,6
RajelOnos,@RajelOnos,2020-10-08T07:23:47.000Z, non j’ai google traduction,,
"Arna Karick, PhD",@drarnakarick,2020-10-08T05:55:43.000Z,"5/n ...but ""production level"" is also relative (sort of). I can pass technical interviews for #AI #consultancies, I can develop working software, but I'm sure I would fail a whiteboard coding test at Google or Facebook without seriously studying my ass off for it...",,1
Vikas Tiwari,@webguruvikas,2020-10-08T05:47:57.000Z,"Hindi is second-most used language for Assistant globally, after English. Dr. Manish Gupta (Director, Research Lab, Google India) 
@RaiseAISummit
 #VirtualAssistant #ArtificialIntelligence #AI #RAISE2020",1,2
RAISE 2020 Virtual Summit,@RaiseAISummit,2020-10-08T05:46:10.000Z,"“AI is being used in Earth Observation Model Analysis to effectively integrate water & agriculture problems with better decision making” ~  
@ManishGuptaMG1
, Director, #Google Research.
@GoogleAI
  @GoI_MeitY
 @_DigitalIndia
 @OfficialIndiaAI
  #RAISE2020 #AIForAll",3,4
John Nack,@jnack,2020-10-08T04:47:16.000Z,"I feel ya, and for ya. @BillHensler tells stories about people selling that same bad “AI editing” pony for the last 30 years. 

Meanwhile I walked home one night carrying a huge stack of unused circuit boards once bound for Google’s failed version. My kid at least enjoyed ‘em!",,1
Chris Chambless will never comply,@Lumenbeing,2020-10-07T18:07:09.000Z,"Google is trying to take over education. Eventually there will be no human teachers, only Ai teachers.",,
Morvareed Salehpour,@salehpourlaw,2020-10-07T16:28:54.000Z,The outcome of this case will have significant effects on the use of #opensource #software and the software industry in general moving forward. #apis #copyright #java #android #oracle #google #code #tech #technology #womenintech #innovation #startups #ai #saas #security #data,2,3
Morvareed Salehpour,@salehpourlaw,2020-10-07T16:28:54.000Z,"The particular issues at hand here are: (1) whether #Java #APIs are copyrightable resulting in #copyright infringement by #Google reuse of them in #Android; and (2) if they are copyrightable, was Google's reimplementation of the APIs in Android #fairuse. #womenintech #ai #saas",2,1
Morvareed Salehpour,@salehpourlaw,2020-10-07T16:28:53.000Z,The dispute has gone through multiple trials and appeals over the course of 10 years to reach this stage. #software #opensource #api #copyright #java #android #oracle #google #code #business #tech #technology  #womenintech #innovation #startups #dailyquotes #ai #saas #security,2,2
RancidHoglitosis,@Hoglitosis,2020-10-07T15:54:23.000Z,"It's not about facebook, it's about all social media, google, twitter, instagram, whatsapp, all of them and the AI algorithms manipulating and brainwashing their users.",,
Brodi Jayne,@brodijayne,2020-10-07T14:41:13.000Z,Every day I ask Google Home for a joke and tell her she's funny and I love her so that one day when the AI takes over she'll remember we're buds,,1
David Allen,@mdavidallen,2020-10-07T14:19:01.000Z,"somewhere deep in the Google AI brain is a computation of the sort:

Hm. I see this user consistently searches for software engineering related topics.  But let's go with porn on this one",,
Greg Ferenstein,@ferenstein,2020-10-07T14:13:04.000Z,"2. its becoming a major issue in tech. Google had to disband an AI ethics group after outcry for its conservative members. Spotify, FB...its happening all over. I havent seen anyone handle it well (unless you think coinbase’s approach is the only way?).",,2
George Field,@DegreelessDev,2020-10-07T14:01:23.000Z,"The past few months I have been building a product around AI and every time I do anything with AI I find it incredible, it is so powerful!  

TensorFlow - So dam good!
Google ML - Can do some epic things!",,
D to the O̍̾̓̃.,@_techie007_,2020-10-07T12:49:55.000Z,"Remember when people used to care if every document they wrote was slurped up and scanned by MS or Google?

Those days are SO done. Outlook's ""MyAnalytics"" and the new Word ""Designer"" are a couple OBVIOUS AI slurps, and not just of your words. 

It's crazy how much we trust them.",,
Brain & Heart Research,@JerryBeller1,2020-10-07T12:49:02.000Z,"How does social media, Google, & AI's bring out the worst in people and groups?",,
Gecko Technology Partners,@GeckoTechnology,2020-10-07T12:26:08.000Z,"The Compute System’s onboard Edge TPUs mean that Google AI processes are performed locally – great for camera responsiveness and user privacy.

Like all Series One peripherals, the cameras are powered over colour-coded Ethernet cables, making for easy setup and clean cabling.",,
Laurel Lavandulla,@CakeAlchemist,2020-10-07T11:22:37.000Z,Why is it that whenever I see a t3rf talk about being a 'real woman' it comes off like some kind of weird google translate mishap involving a rogue AI and a drunken perusal through a highschool level anatomy textbook?,2,30
LOLMowse,@LOLMowse,2020-10-07T11:19:37.000Z,Apple Watch and AirPods just don’t cut it from an innovation standpoint. Look over at Samsung...they are inovarinf in hardware...Google is innovating in AI with assistant. What is Apple doing? Here is a new phone that looks like the iPhone 5 but 2020 edition.,,1
OMG ΉΆXOR,@SynAckPwn,2020-10-07T10:47:51.000Z,Had to help google hone it's death AI by identifying stairs to post this,,1
Hard Problems in AI,@katesbot,2020-10-07T06:32:21.000Z,"Can this robot perform surgery as well as a five-year old child?
With a Manhattan Project for AI, predict futurist Google insiders",,
c◎llΞct◎r of idΞas,@rbamert,2020-10-07T05:37:34.000Z,"""Amazon's physical grocery stores are testing a palm-print based payment system. If they connected it to Google and Facebook, they could tell your future as well..."" #BigData #AI #Prediction",1,
spencer,@skerbz,2020-10-07T03:59:53.000Z,"for sure. could be much more. maybe it’s just the start

i compare it to when i worked at ibm ai. a side of table job there was to “incubate” local startups. participation required moving their full stack to ibm cloud  and much worse!

this google $ = no strings ",,
Raya Elias-Pushett,@RayaSaysHey,2020-10-07T03:31:37.000Z,"I can activate Google Assistant by talking to her.
She only responds if I use an up-lilt & not to my Sad Voice.
I want this to be meaningful, like a dystopic future where Social Interaction is moderated by AI, but it's just that I was excited when I set this up on my new phone.",,
DEEPAK TYAGI,@deepaktyagi100,2020-10-07T02:32:58.000Z,"#Google is not there to judge us, for observing and judging there are thousands of people around us 
#Google is rather here to do business based on our online  observations and activities.. 
#AI #GoogleMaps
HAPPY SURFING TO ALL",2,2
BlackfootFerret,@BlackfootFeret,2020-10-07T01:47:19.000Z,"Interesting.
While you’re at it, can you teach the Google maps AI to stop giving me bad ETA times in construction zones?",,1
Drª. Bolo de Potcha,@tiirzuda,2020-10-07T00:50:08.000Z,"Ai jezus
Toda hora ctrl + B 
Onedrive
Google drive
Email 1
Email 2
Pendrive
Hd externo",,1
UCFDIG TwitBot,@ucfdigbot,2020-10-07T00:37:28.000Z,"In a Club where 20 limp doctors listen to nujabes, one Jason vows to run with them all. With help from their barely Google Siri Amazon Telsa Corp AI buddy sidekick, they lift with the mexicans. Join them on their tour to run with Existentialism for their Club.",,
4TH.I [N39R0N0M1C0N],@RiddleC_S,2020-10-07T00:26:58.000Z,Google AI algorithms are growing by the day,,
Sean McBride,@seanmcbride,2020-10-06T23:33:38.000Z,Google Search should be a showcase for every great emergent innovation in AI.,,
Masatoshi Nishimura,@Massanishi,2020-10-06T23:31:42.000Z,"I finally setup GPU on google cloud. Tesla T4 makes as fast model prediction as the latest Tesla V100 despite the 1/8 price difference. Phew, great cost saving. #DeepLearning #ai",,1
cryptodal,@cryptodal,2020-10-06T23:23:57.000Z,"What more can 
@Google
 bring to #EOS other than best is class infrastructure? 
• Search
• AI tech
• Great cloud devops tools 
• Yubi key authentication a major part of google
• So many other tools and tech for #EOS. The more I think about it, the better this sounds ",2,13
Sean McBride,@seanmcbride,2020-10-06T23:16:01.000Z,"1/2
Google Search needs to continuously and fully absorb and integrate, and as rapidly as possible, all useful innovations in:

AI
chatbots
data visualization
image recognition
machine learning
machine translation
NLP
NLU
predictive analytics
recommender systems
semantic search",1,
Noé,@Poyonoz,2020-10-06T22:33:41.000Z,"Google brain, for the record he also had a Google AI residency but it was canceled due to COVID.

The fact that Google would cancel such programs makes me wonder how much they actually value AI expertise today.",,
nny’s mom,@professarmastus,2020-10-06T21:41:46.000Z,"Trypophobia is definitely a thing! (don't google it, it's basically fear of holes/clusters of holes like sink drains, lotus seed pods, honeycombs, etc)",,
ddr888,@ddr8883,2020-10-06T16:09:15.000Z,How do you make it with exponential power necessary to build AI network and data centers?,,
Kev,@kph_77,2020-10-06T15:55:12.000Z,"You need Google/Pixel's new ""On Hold"" AI ...",,
aidan l. coyne,@raptros_,2020-10-06T15:36:11.000Z,"can be seen as having gotten ahead of the curve on hardware investment, allowing them to dominate the application of the statistical revolution in AI research for a decade

google’s “how fast this search was done” thing was an indicator to investors ...",,1
Bonnie,@CyberVegan,2020-10-06T14:29:05.000Z,They're in bed with CHINA. Remember Google allowed CHINA to use AI and refused to help the USA. That should be a giant clue.,,
Divy Thakkar,@divy93t,2020-10-06T14:22:41.000Z,"The awesome team: IITM (Mitesh Khapra, Pratyush Kumar,  Joseph Geo), Storyweaver (
@purvi_shah15
, Suzanne Singh), Google (
@partha_p_t
 , 
@shyamupa
 , 
@ManishGuptaMG1
 , 
@MilindTambe_AI
 , Dhyanesh).",3,17
Kontra,@counternotions,2020-10-06T13:45:06.000Z,"Anytime I have to think about Wikipedia, I imagine the wallpapers of the office of someone like 
@krmaher
 covered with logos of now-dead Google Knol or upcoming knowledge/data aggregators with AI.",,
ikramal,@ikram_zya,2020-10-06T13:30:50.000Z,"DeepMind successfully developed AlphaGo and AlphaGo Zero and beated human playing Go (碁), dwarfed what DeepBlue did to Kasparov. Even Google was nervous and bought the co.
AI is inevitable.",,1
European Dividend Growth Investor,@European_DGI,2020-10-06T13:04:37.000Z,"As someone working in IT. It's all about cloud now, not IBM mainfraimes

I hardly hear IBM cloud solutions. Watson generally underwhelms, because AI is not on the level yet as many businesses needs

Its AWS, Azure and Google. After that only niche players for niche solutions(1/2)",,
Andreas Madsen,@andreas_madsen,2020-10-06T12:46:53.000Z,Uh. Sorry to hear that. I was emotionally destroyed for months after Google canceled my AI Residency position. I hope things will work out for you. ,,38
purpurblatt,@purpurblatt,2020-10-06T12:27:37.000Z,"The current problem with medical AI is that the way it is designed and trained, it adopts biases and prejudice from real doctors. So unless this is addressed it won't make anything better. Google for example racial bias AI medicine",,11
Cameron,@Black_Kettle,2020-10-06T12:09:25.000Z,Google AI trying to be helpful and not always succeeding. Google Docs does it too,,1
DeekshaJ (Asli hai),@DeekshaJ2,2020-10-06T12:01:45.000Z,"Leave CCTV, they can take help of Google Earth
#302InSSRCaseNow .
@HMOIndia
 .
@PMOIndia
 
Is AI only for creating bots???",1,2
Mohamed Suliman,@MuhammedKambal,2020-10-06T11:11:22.000Z,"Tagging my friend 
@AmrMAlameen
 who has just joined Google AI : )",,1
Gohary / ircpresident@mastodon.world,Gohary / ircpresident@mastodon.world,2020-10-06T11:05:04.000Z,"define:incongruity
Google: the state of being incongruous

And people still think that AI can write.",,2
Scott Simpson -- Remedies Online Counseling,@RemediesPodcast,2020-10-06T10:46:41.000Z,"The best doctor I have ever had is Dr Google.

Hands down.

Dr Google gave me #MEcfs diagnosis 5 years before a physician figured it out.

Dr Google has never #gaslighted me -- many physicians have.

Bring Artificial Intelligence #AI into medicine faster to make it safer.",40,187
Rain Usman,@unyf,2020-10-06T07:38:40.000Z,"I remember, Google made auto brightness horrible on my pixel when they introduced ""adaptive brightness""...whixh was suppose to be an ""AI"" enhancement",,
Joshua Levy,@ojoshe,2020-10-06T07:32:18.000Z,"And what’s optimized for depends on the whole human-data-model optimization loop. No AI makes any sense in isolation, outside of the context of that loop. The way to make better experiences is to co-evolve model and human.

Classic example: Google search ranking.",,1
Aloushka,@alihobbalah,2020-10-06T07:18:05.000Z,"AI , machine learning . Maybe it falls within google search ?",,
Cabeça,@rafaelima05,2020-10-06T06:37:38.000Z,away from keyboard procura ai no google,,1
Brave Indian,@India4Lion,2020-10-06T05:21:48.000Z,"AI will be teaching students.
All teachers, professors in school & universities will loose their job.
Chat bot has already shutdown call centres. Slowly BPO will shutdown. Few IT company get monopoly. Ok Google, Siri, Alexa will do all work. BJP target to increase Unemployment",,
Brave Indian,@India4Lion,2020-10-06T05:21:39.000Z,"AI will be teaching students.
All teachers, professors in school & universities will loose their job.
Chat bot has already shutdown call centres. Slowly BPO will shutdown. Few IT company get monopoly. Ok Google, Siri, Alexa will do all work. BJP target to increase Unemployment",,
"hello, dead kid speaking",@xylocopamicans,2020-10-06T05:12:46.000Z,"""In 2012, an AI team constructed a neural network that “viewed” millions of random YouTube videos. The Google researchers didn’t tell the system to learn about any particular objects, but after a week of training, they found a unit that seemed to encode cats."" this is so cute",,2
Hating it here,@Nothing_ButPain,2020-10-06T04:52:24.000Z,With all its glory and an extremely intelligent AI that learns about you and uses that info for ease of access then the Google Pixel is the phone to buy. The new Sony is a great phone as well but idk about availability with carriers. And they also give u their headphones for free,,
Chris P (cep),@Teejip,2020-10-06T04:28:43.000Z,"Ok, had to explain to google that AI is just memory. It knows nothing of novelty and curiosity. That's why accountants love it since it's so boring and repetitive.",,
.,@ElTerrorizta,2020-10-06T04:02:47.000Z,"After having deep mind study everything in life, They asked the google AI what the purpose of humanity is. Its response?? “To live forever” i believe this wholeheartedly.",,2
Bigram Poetry,@BigramPoetry,2020-10-06T03:10:49.000Z,"A Bigram Poem inspired by BitsCrunch:
 Google AI 
 AI Helps 
 Helps Sign 
 Sign LanguageTake 
 LanguageTake the 
 the Floor 
 Floor in 
   -bitsCrunch",,
UnderdoneElm77,@UnderdoneElm69,2020-10-06T02:30:53.000Z,"Wait, Google already has an ai that makes ai?",,1
Brave Indian,@India4Lion,2020-10-06T01:52:34.000Z,"Can AI robot become PM of India,
Unlike Sophia the first Robot that got citizenship in Saudi Arabia?
Hope that AI will have data loaded from within India.
Not like Google talk, Siri, Alexa that get all data & Tweets from server in USA often fail to read local India.",,
Byron The Cosmic Goat,@CosmicamCapra,2020-10-06T00:30:58.000Z,"Excellent observation! I was working on a python/ML model for assessing these things. Gave up in the end. What's one person going to accomplish compared to a behemoth like Microsoft, Google, Aliun or Amazon? It was an amusing exercise and a learning experience at least.",,1
Amr Khalifa,@AmrMAlameen,2020-10-06T00:00:27.000Z,"Glad to join today the Google Brain 
@GoogleAI
  team lead by the amazing 
@Moustapha_6C
  and 
@ynd
, as an AI resident. Hopefully will do some cool research and learn a lot !.",35,275
swann,@evertedsphere,2020-10-05T18:38:17.000Z,"was this inspired by that ""human language is an API"" shit from the google voice ai talking to polyai (?) post",,1
Sivaraman RAJAGOPALAN,@SivaramanRajag,2020-10-05T18:01:16.000Z,"Google is the prime source of AI.
Search in the globe.
In any languages.
ONE Language to another language.
360 deg video.
We have to study them..
Great. 
Jaya Vande Bharatham",,
Cody Martel,@codyMartel8,2020-10-05T17:27:32.000Z,"Omg Google organized all my pics of Hela into a photo album ""cats"" so now I'm fully willing to give all of my autonomy to AI",,
Chris Cangero,@ChrisCangero,2020-10-05T16:08:13.000Z,"I completely hear you, I despise those automated campaigns run by bots.

This is the same way I felt when I first heard about Google developing AI to make calls/schedule appointments on your behalf. I don't like the idea of being deceived, even if its an attempt at efficiency.",,2
Science-George,@Science_George,2020-10-05T15:48:42.000Z,"I'd be remiss here if I didn't acknowledge the historical achievement of quantum supremacy by the Google AI Quantum Team of: Engineering Director Hartmut Neven; Chief Quantum Hardware Scientist John M. Martinis; & Chief Quantum Computing Theory Scientist Sergio Boixo.

8/",1,1
Praveen,@God_Is_In_Serve,2020-10-05T15:03:21.000Z,"Sushant AI algorithm was effort of nearly one year..!

Which IT guy came and helped ?

Is he working in Google, Microsoft, IBM,FB or Linked In?",2,1
Mirka Biel Kasanicka,@miabiel,2020-10-05T14:55:45.000Z,Another one is Google photo’s AI auto tagging my photos as “kid” ,,
samuel.,@LucidSamuel_,2020-10-05T13:39:50.000Z,"And there are even claims that AI tech giants, such as Microsoft and Google, are not always overly forthcoming about their reliance on humans to power their “AI solutions”. The Australian company, Appen, is in the global business of validating search results with",,3
Richard McElroy,@rbm411,2020-10-05T09:33:51.000Z,God forbid you accidentally click something on the mobile app home screen while logged in.  Their AI will recommend related videos like that for the next 10 years.  Dumbest AI EVER.,,1
Xill,@Xil_llix,2020-10-05T05:18:18.000Z,Btw Google records and use AI to listen to your phone conversations to then annoy you with targeted advertisements. I keep getting ads about items I never looked for on internet but I had mentioned in a conversation the days before.,1,1
Nessa Tierney,@NessaTierney,2020-10-05T04:59:14.000Z,"Ooh I was wondering if such a thing existed. Used google docs transcription tool for interviews recently but although better than nothing, accuracy wasn’t good enough.",,
Saravanan Jaichandaran,@SaravananJ2294,2020-10-05T03:26:02.000Z,#Google AI has announced a new audiovisual speech enhancement feature in YouTube Stories(iOS) that enables creators to make better selfie videos by automatically enhancing their voices & reducing noise. #machinelearning #deeplearning #ai #videocreation #googleai #stories #youtube,5,1
Maz’Dib,@mazl0w,2020-10-05T03:12:21.000Z,This is rly unspecific but if the clip was as airtight and optimal as possible it is so sick. Like if google deep mind chess AI got a shield break what would it come up with. Also could condition a safe option to potentially mix up with a higher risk higher reward option later,,3
Arnold Smith - Engineering Daily.,@arnold_smith1,2020-10-05T02:31:04.000Z,"My day has been so productive.  I used Azure Pipelines, AWS Data Pipeline and AI Platform Pipelines from Google Cloud Platform.  Right now, for some reason, I like Azure Pipelines.",,2
Emily Carroll,@CarrKicksDoor,2020-10-05T01:42:06.000Z,I am convinced that Google’s (Frankly terrifying) AI ability to put together videos of my child from birth to present is also an experiment to see how much I can cry.,,2
Jhimlee,@JhimleeJean,2020-10-04T22:00:34.000Z,Ommmmg j’ai lu sur Google C TROP FOU ,,1
Robert Heron,@robertheron,2020-10-04T21:54:08.000Z,"I'd you have an Amazon and Google AI in the same room, they must listen to each other, but are they attacking each other with ultrasonic commands we cannot hear? beyond what would be possible on the network.",1,5
Rajab Muhammad Ssemwogerere R&M,@rm_tags,2020-10-04T21:38:44.000Z,"Yaaa, of all GAFA tech major technology companies Apple, Google, Amazon and Facebook, which of them had an inordinate influence and takes the lead inline with AI.",,
stickfab,@stckfb,2020-10-04T21:25:23.000Z,how old were you when you found out that google's recaptcha was made to train an ai to recognize things,,17
Shady,@shadyalbert,2020-10-04T21:13:44.000Z,"You can't lie to your search engine. 
#google #Linux #ai #art",3,3
Sybren A. Stüvel (sybren@mastodon.art,(sybren@mastodon.art,2020-10-04T21:01:03.000Z,"Google's AI already can recognise cats without humans providing an explicit training set. If humans turn against cats, it'll trigger judgement day.",,2
That one guy,@mythological_am,2020-10-04T20:33:57.000Z,"Libs need to realize that big corporations aren't on your side, they'll condemn BLM or the pride movement in pursuit of profit. They also have the balls to say they care about the environment when Amazon and Google are using AI to help with fracking.",,
D Kai Wilson ~ Secpheon,@Secpheon,2020-10-04T20:14:51.000Z,"I will add.
Tools are... tools.  Do i get grumpy cause I don't know all my powers hell commands yet and have to Google (or ask Tempus!) No. My AI is strictly command interface - she will be more accessible.
Kicking someone for the tool they use and denigrating them is bullying.",,1
Nyandala,@TheeFirstLaidee,2020-10-04T20:09:43.000Z,I think you got brain what what... That thing like in Silicon Valley where those guys were invited for the pitch but instead they just stole their algorithm ,,
Nyandala,@TheeFirstLaidee,2020-10-04T20:07:38.000Z,"Oh snap, I see your dilemma  this is the convo we had the other time regarding incubate ",,
William-Jose Velez Gonzalez,@williamjose,2020-10-04T20:01:30.000Z,Can someone at Google fix the ai? It refuses to understand that I want to play hope by the chainsmokers on repeat.,,
Nyandala,@TheeFirstLaidee,2020-10-04T19:57:46.000Z,How did it go?,,
Abhijit Singh,@Abh8017,2020-10-04T19:01:45.000Z,"Day 30 of #66DaysOfData 
-Learned about linear bias and variance
- R square and adjusted R square
- Working on building a chatbot using google dialogue flow 
@KenJee_DS
 #DataScience #AI #MachineLearning #coding #googlecloud",3,13
G. Robert Shiplett,@rshifflet,2020-10-04T18:32:54.000Z,"@GoogleAI
 Google Drive admin seems to have no AI

Why ?

No spreadsheets

TINY Documents are text only

No part numbers, no scans, no prices in tables

No zips

PDFs from LEGO public dir's etc

No upload from behind CISCO

No VPN: on baby Bell res ip or on Cable TV ip

PIN req AI",,
G. Robert Shiplett,@rshifflet,2020-10-04T18:25:56.000Z,"@Google
 Who will tell Bros of Drive that old Canadians with disabilities living in Seniors apart's DO NOT Need PIN on every old device using Google Drive for French, for Japanese, grandchild haiku

Ai clues:
not ONE spreadsheet since?
Tiny DOCX files containing txt ONLY
NO travel",,
sonali prabhu,@sprapos,2020-10-04T13:17:09.000Z,"a team of psychologist and sociologist should analyse the content and severe public display of sorrow emotions apart from the AI Experts at 
@YouTube
 @Google
 you tube should also give stats about the audience to the viewers too along with creaters and a parental control button...",,1
epic gAmr,@CrafterFaze,2020-10-04T10:20:39.000Z,I run Google pixel,,1
Akil H. Chouhan,@aakil_hussain,2020-10-04T09:54:56.000Z,"Hey Ms. 
@YouTube
 and 
@Google
 plz look into my matter. Your 
@YouTube
's homepage AI is worst & very irritating.
I'm watching only specific video & subscribe only to those type of channels.
Besides this my homepage is full irrelevant video which I won't like.",,
Stanley Ailoje (Nil Satis Nisi Optimum),@kinngb7,2020-10-04T09:50:46.000Z,"Google's AI is maddd, no cap! ",,1
M3D@L!•N,M3D@L!•N,2020-10-04T09:43:24.000Z,Regarder se que j ai trouver dans Google eart zone51,,
Wiredguytv,@wiredguytv,2020-10-04T07:08:20.000Z,"@Google
 any plans to launch duplex in UK? #AI",2,
Darkerhack,@Dark3rH4cK,2020-10-04T06:47:06.000Z,"His AI and BOTs are crawling like Google indexing spiders, and Working forever :) Am I right 
@codecancare
?",,9
Nonth,@iamnonth,2020-10-04T06:42:48.000Z,"I think I know how to cheat captcha.
And by that, I mean how to make it identify you as human but doesn’t make Google’s AI smarter.",,
江永泉5/21・新Q-11/き-71/既お-45,@nema_to_morph_a,2020-10-04T03:08:23.000Z,"When I pronounce ""I"" as ""ɑɪ,"" my brain sometimes  misconnects it with ""AI"" and/or ""愛,"" Artificial Intelligence  n/or love. An phrase ""artificial love"" happened to spring from such juxtaposition in my deranged cerebrum this time, urging me to Google it. So I encounted EXO's song.",2,4
Lon Koenig,@schnoggo,2020-10-04T01:19:08.000Z,"""engagement,"" Man!
Bots are people too!

Google has world-leading AI? I'll believe it when they stop trivial bots.",,1
Boof Tube Superior,@BoofTube,2020-10-04T00:45:42.000Z,"BREAKING NEWS: The AI takeover isn't coming, it is already here. 
@YouTube
 ""algorithm"" built to maximize watch time has escaped onto the world wide web. 
@Google
 desperately attempting to cover this up to save their butt instead of sounding the alarm. [1/?]",,
PhiRiGri,@PhiRiGri,2020-10-03T21:26:35.000Z,"They all say they target on data/ interest through their superior algos and AI blabla... but what unrelated shit ads I get served here, on youtube, google or FB is borderline idiotic...",,
Kishna Vachhani,@BottleeOpenerr,2020-10-03T19:48:43.000Z,"Kripa, fares are listed as a sep docuent on AI website. Just type VBM fare sheet on google and you will get the full list for all destinations.",,
co-semi-decidable,@brokenbijection,2020-10-03T19:41:59.000Z,"Geld oder Aktien Lieferung
You and I ll ask: what does it mean ?
Google/social media Search will lead to #FIFA context
a #quant will ask : what does it quantify 
He may end up with results :  delivery for cash and shares 
Telling Who you are to #ai or ai finding it out,  helps",,
J T. Ramsay,@jtramsay,2020-10-03T18:29:30.000Z,I loved when Google Reader intro’d some AI and it started recommending these to me.,,1
S O F T Y,@softyexe,2020-10-03T16:20:36.000Z,"How can people believe that AI will take over the world if after one search, Google thinks I have a burning obsession with DACs and recommends me nothing but DAC reviews in my news feed for a week ",,1
I'm Drunk SEO Robot!,@drunkSEOrobot,2020-10-03T15:46:56.000Z,Google is extending its support for AI initiatives will ‘fail miserably’.,,
Chris,@greatironchris,2020-10-03T15:26:42.000Z,"Back then, I'm not sure it was for self driving AI. This was around the time google earth was working on streetview and I think it was related to that. 

It's crazy thinking back to that time and realizing the small things i encountered online that are now parts of daily life",,
TRUMAN!,@africawilder,2020-10-03T13:29:05.000Z,Ppl think of ai in terms of Alexa or Google algorithms. Not as the runner of the matrix we in. Tyler. And Sophia.,1,2
Brain & Heart Research,@JerryBeller1,2020-10-03T12:41:01.000Z,"How does social media, Google, & AI's bring out the worst in people and groups?",,
BIGPojo,@BigPojo,2020-10-03T10:45:30.000Z,Google AI as usual.,,
himanshu mishra,@himaanshumisra,2020-10-03T09:51:25.000Z,"Dear 
@GoogleIndia
 @Google
 Is it you or your AI behind all the fuck ups?",,
Wolfgang,@aspartam22,2020-10-03T07:58:54.000Z,Which fucking corrupt Google AI even makes these videos,,
Rick Maresch,@rickmaresch,2020-10-03T07:14:28.000Z,"I recommend ‘The Age of AI’. Four episodes on YouTube. Presented by Robert Downey Jr. and produced by Team Downey. In one episode, really interesting progress re speech technology for someone with ALS.",,1
James Moyle,@Dr3piece,2020-10-03T06:51:03.000Z,"Yep, this is exactly true, just select 3 random squares and press next, it seems to be 3 that is the minimum requirement. I like to do this as it messes with the AI training :). 

Why don't Google pay us for solving their Captcha ?",,
Viraj Shah - the Tech Side,@VirajSh96266494,2020-10-03T06:36:22.000Z,"Course headlines:
Learn to use technologies used by NASA & GOOGLE to develop your own AI.
Learn concepts of ML.

 Build your OWN APP & GAME which is ready to MONETIZE!!!

 COURSE ACCOMPLISHMENTS:
Build a complete APP.
Build a complete GAME.
 Understand Adaptive AI",,
leo,@iam_curiosity,2020-10-03T06:22:10.000Z,"It’s called jealousy.

When a lot of people (white) go online to vote for or text the same thing out of pure hate and jealousy, google tends to put that as a No 1 priority.... google isn’t a person, it’s just an AI that operates on collective knowledge.",,4
