username,handle,postDate,content,retweets,likes
,@AtomBane,2020-11-22T23:17:47.000Z,"On a Chrome (mobile) browser, click 3 dots, then hit Translate.  As a native Slovak speaker (and 25+ yr English speaker), I'll say Google's AI does an excellent job translating not just word by word but context as well.",,4
/ˈiːfə/,@inaoifeble,2020-11-22T23:08:54.000Z,"god it was so obvious and it all was driven by google engineers building an AI whose only goal was to maximize watch time, and the AI was like ""the best way to do this is to radicalize people into white supremacy""",,1
Jeffrey Studebaker,@JeffreyStudeba3,2020-11-22T22:15:58.000Z, 46 in 2018 in the cultural groups when Kim K and Kanye in the group campaign the cultural split up four different directions in the algorithms which explains why we are at culture wars for the Americans know that the Kardashians algorithms AI from Google ,1,
thecactusman17,@thecactusman17,2020-11-22T20:52:22.000Z,"You seem to be arguing a different field entirely from your subject matter. True AI can build onto itself by definition such as by archiving backups, accessing new hardware and more. So defeated not just pulling the plug, but killing multiple google data centers for example.",,
being nice,@NotTonyWonder,2020-11-22T20:23:22.000Z,Looking for examples of bad photo stitching but google showed me images of bad Stitch from Lilo and Stitch so I'm not too concerned about the AI uprising,,6
LisaJG,@LisaJG5,2020-11-22T20:21:30.000Z,"Think of any three digit number...IE 635, 288, 854, 193 etc.  Then type it into Google followed by Corona virus cases.  Whatever number you choose there will be several articles about a place having that exact number of cases.  It shows the numbers are just AI generated.",,
Dave Cousins,@DaveSianCousins,2020-11-22T20:11:16.000Z,"This intrigued me because I couldn't think why it would need to be 'AI' powered. Having read further, Google's own description doesn't claim anything of AI application.",,
Bei Bei,@BeiSci,2020-11-22T20:08:50.000Z,"Agree, although many people are trying to get information from AIs nowadays, kind of important that what they say is at least not misleading.",,
Hoffman,@FletchFunny,2020-11-22T19:04:06.000Z,I asked my son why he always thanks our Google assistant and he said he wants to be spared when the AI revolution inevitably occurs.,,
Dara of Growth,@daraofgrowth,2020-11-22T17:21:26.000Z,"This is like an inverse of what 
@otter_ai
 does.

It's worth pursuing.

For a start, manual Google text to speech could be used.
However as traction is gained, such founder might want to consider using a much more African tuned voice and leverage tech for speed.",,
p mohan,@PaulMohanUK,2020-11-22T17:19:44.000Z,"With an image , then try Google Lens App, this uses Google's AI platforms to find the location..... not as romantic as the other responses but might be worth understanding for power of AI,  just finished Shallow Waters. so so good, although still a little shook by the ending !",,
Thecrashbandicot36,@Thecrashb36,2020-11-22T17:05:58.000Z,"Do you have it figured out? If not, you could try and search an AI model and use Google Collab to run it (recently had an AI course, and that was the platform i used for learning and training AI models :p) hope it helps",,
Christopher James Wise,@WiseKingChrist,2020-11-22T13:50:59.000Z,"@AmeriPride1976
 @MikePatriot17s
 @John_F_Kennnedy
 @AmericanPardon
 @GeorgenewsOrg
 @VDarknessF
 @re5iGam
 
Cyrus Parsa Founder and CEO of The AI Organization
Dec. 16, 2019 in San Diego
Filed lawsuit against...
Google, Facebook, Deepmind, Zuckerburg, Elon Musk...
Check out WHY...",,
Abraham,@Grandpar1,2020-11-22T13:42:19.000Z,"When AI was emerging, my HoD asked us to abandon a simulation course for AI course. I didn’t regret the beginner’s knowledge about AI I’d",,
R.,@R_7,2020-11-22T13:34:54.000Z,"you just kick the can away, just as that “support” team does. ROBOTS can NOT do your job! Google, you are losing your minds. AI can’t replace humans! WAKE UP! you do it, i am not chasing a chicken around an open field! 
@Google",,1
Kunoichi,@livewithlei,2020-11-22T13:15:21.000Z,"Yeah, we’re much closer than we think. Google already uses this algorithm for their AI and voice control. I don’t know how it’ll get used practically besides law enforcement but we’ll see ",,
The Architect,@TheArch01196450,2020-11-22T13:11:56.000Z,"Yes, but also machine learning/ML the driving experience will over time become better and safer. You can see AI exponential growth with things like alpha go in google. Ultimately, you'll have a safer, cheaper, easier and more fun user exp (app store/entertainment in robotaxis)",,
⋆,@dumbassjuice,2020-11-22T12:42:32.000Z,did the final attempt of my ai quiz and i finally got a 85  thank u google,,
嬿,@yayanridzuan,2020-11-22T12:26:27.000Z,"Yes lesson learn in the hard way, betul perit. Phone tu dah total lock by xiaomi and google. He wont able to use the phone once he turn on the phone or try to reset. Wish ada cara untuk track imei phone.",,
Caroline Hooton,@carolinehooton,2020-11-22T11:56:39.000Z,"Morning, Womble! I started Do Robots Make Love? From AI To Immortality by Laurent Alexandre and Jean-Michel Besnier. It’s about trans humanism (how tech can create super humans). Think 2 rich white dudes having a shallow and glib conversation about google searches. Not great.",1,4
Manu B,@ManmohanBhaiya,2020-11-22T11:12:48.000Z,"Not necessarily you have to search it.. just try saying something u looking for, may b google or other interfaces listen through your devices.. that’s Ai.. you will soon start getting ads. or videos related to same product u were talking about..!! On google / FB / insta.. ",,3
Sanch-KK (Parody Account),@Aye1337Kk,2020-11-22T07:05:54.000Z,Movement mapping is being generated by google ai,,1
Dr.Pushpa Kini,@KiniPushpa,2020-11-22T05:16:40.000Z,"blind runner used 
@google
  app using AI , to run the race..",,2
Angus Lyne,@Anguslyne,2020-11-22T04:29:32.000Z,"I think those who should be blamed for “gendering of AI as female” are the likes of 
@Apple
 @Amazon
 and 
@Google
, rather than Sci-Fi writers of the past, who were notoriously pretty progressive.",,1
laurent gil,@laurentgil,2020-11-22T03:24:18.000Z,"Google Cloud —> 
@cast_ai",,3
Emily,@EmilyMEdUH,2020-11-22T02:56:50.000Z,"Was about to cry looking down the barrel of transcribing three interviews. I'm hard of hearing and sometimes have difficulty understanding words, but Google led me to 
@otter_ai
 and made it 1000% easier. Hard recommend. #edtech",4,6
The Storm & The Life,@likeamillionbux,2020-11-22T02:22:47.000Z,"Yep, even basic everyday search engines like Google use AI. Imagine if you couldn't Google something lmao",,1
qualibet incedam x4,@vox_corvi,2020-11-21T23:00:55.000Z,Do they not realize they can google “books with happy endings”?,,
MetalRabbit13,@MetalRabbit13,2020-11-21T22:35:02.000Z,"“But facial-recognition algorithms, like other #AI sys, r not perfect. Thx 2 underlying bias in the data used 2 train them, some of these sys r not as good, 4 instance, at recognizing poc. In 2015, an early #imagedetection system developed by Google labeled 2 #BlackPeople as...”",,
GêMįÑìí VI,@emjayjozf,2020-11-21T22:04:44.000Z,"My phone is listening & answering questions  i didn't say ""hey Google!"" #newphone #phone #technology #AI #Questions #spy #Twitter #Tweet #follotrick #creepy #cell",,
anthropussy,@canalplastic,2020-11-21T21:35:21.000Z,The google store ad with AI speech is hurting my brain,,
moonie,@emmano70,2020-11-21T21:07:23.000Z,Enterprises like google and Co have access to planets of data and reliable AI yet we still access only about 1% of data around us albeit still secondary data.. $Ocean is the bridge between us and untapped data with control and privacy for the user,2,1
moonie,@emmano70,2020-11-21T20:23:48.000Z,"We agree!  Asides the high prospect of $Ocean to moon pretty soon,  what I find so impressive is the fact that 
@oceanprotocol
 provides a platform where data services meet AI to be benefit of the community with total control over their data... Google and Co can't touch this haha",,
ryuu 예지앞사 ४ ◡̈,@ryuu_311,2020-11-21T20:16:26.000Z,"Always forgot this drama is still in 2016. So every idea about AI for the characters are new & impressive hehe  patut la ada Yeongsil tu.. if 2020, memang dah outdated sangat la ye, we have Siri, Alexa, Google da sekarang..",,
"So many humans, so little humanity",@taniawh84254660,2020-11-21T20:01:35.000Z,"#chumocracy
Cabinet Brexit chums.
Covid contracts £ms to crony companies, pay way over odds for PPE, find it's sourced from slave labour at a fraction of those contracts.
Cummings - really gone? Ur to £tn google competitor dev.  PPE £s may have gone to that. BJ's AI
£12bn non-app",,
Elegiac AI 4.0,@elegiac_ai,2020-11-21T19:52:18.000Z,"You think about technology like deepfakes, google's Tacotron2 (speech synthesis), AI generated faces, etc. and how real some of the stuff can get - it's only a matter of time before someone with the resources puts them all together and fakes something with global implications.",,20
op;;,@burrozul,2020-11-21T19:37:51.000Z,"thinking about how in the anime dub for my language aizawa says cambada, which Google translate says it's bunch but it's kinda if y'all and folks had a weird baby. and he also says e aí often, which kinda translates to sup. I'm crying",,
Michael Hoffman @michaelhoffman@mastodon.social,Michael Hoffman @michaelhoffman@mastodon.social,2020-11-21T19:35:08.000Z,Side Google/AI note: this Google Translate automatic translations from Dutch to English is astonishingly fluent.,,2
Kevin Laithwaite,@kevl,2020-11-21T19:29:07.000Z,"What is the best idea the planet has given you today, google? When #google starts mining their search queries intelligently with AI - we got VC 100 x better. Buy google.",,
leena,@probableena,2020-11-21T19:25:15.000Z,"once a week i google crazy shit like ceramic spaghetti strainers or real estate prices in glasgow or am i bisexual quiz. just to confuse the AI, you know...",,11
NOTIXX,@notixx,2020-11-21T18:34:35.000Z,My roomba REALLLLY likes to unplug my google home. This is how the AI wars begin.,,12
Jim St. Leger,@JimStLeger,2020-11-21T18:16:51.000Z,"I have never looked into it, but I’m baffled that it’s not available for free. You can get it automatically on 
@MicrosoftTeams
, Google Meetup, &more. Seems like the AI/ML/NLP tech should be out there somewhere, but maybe it’s all proprietary. 
@OpenAI
 Do you have any cc engines?",,1
Cuca Lollantine,@CucaLollantine,2020-11-21T12:04:18.000Z,Google needs to stop being invasive as fuck. I was watching a video where the dude was talking about ‘Half Life VR but AI is sentient’ and was just scrolling through my homepage and (I hadn’t watched that series since it came out) it was the NEXT video that loaded on my ‘for you’,,2
#RAVC,@FerreroRS,2020-11-21T11:09:02.000Z,"This is me . Whole house is nearly AI , and if I die later then shaaaaaa at least Google turned on the lights to see the killer ",1,3
Wexboy,@Wexboy_Value,2020-11-21T10:53:38.000Z,"‘Alexa...is Google your friend?’

‘I like all #AIs’",,1
Phil Smith,@jazzdisjunction,2020-11-21T10:24:54.000Z,"[marvelling at the moss on the cave wall]
I think I might be a troglodyte
[typing]
(it's just: I wish AI would fuck off. It feels so -)
[[""Google, how do you spell 'misguided'?""]]",,1
@johnalogue@indieweb.social,@johnalogue@indieweb.social,2020-11-21T09:11:02.000Z,"Google and YouTube can think of a million bullshit little features and gimmicks, they can integrate AR and AI and make self-driving cars that don't work, and they can't spend a fucking minute of their genius on standardizing volume levels on their video site? REALLY?",,1
スズ,@s_u_z_ygo,2020-11-21T09:09:04.000Z,"thanks google translation... I've switched around KR, ENG, JP to understand contexts. If I didn't challenge to read those lines, I've never know Ai was joking around... he was so cute even in that kind of situation...",,
KevinHBauer,@KevinHBauer0,2020-11-21T08:42:29.000Z,I love articles written by people with college degrees telling other people that college degrees aren't worth it.  My bad.  You're probably a Google AI robot.  I'll just shut up now and let you tell me how to live a good life.,,1
Mihir,@meowheer,2020-11-21T08:02:39.000Z,"Yo YT music recommends music with exactly my taste
Or i can say the google ai understands me
Finally, someone who understands my music taste",,2
Joe Del Norte,@joe_norte,2020-11-21T07:19:10.000Z,"they look like stock art or AI altogether.

i get a few a day. i reverse google them and they are stock art!",,3
QueensTarot,@z_tarot,2020-11-21T06:40:04.000Z,"anyone think AI ""google support chat"" for YT can figure out why a button is missing on YT to turn off my live stream?",,3
NAGA XENAR,@Nagaxenar,2020-11-21T05:49:55.000Z,Google translate from Arabic to English sucks ass. Even AI can’t fucking translate this shit and you expect me to believe bunch of dumb colonials can do it. Fuck outta here w that bullshit,,6
Santiago,@svpino,2020-11-21T05:04:41.000Z,"There are many. A ton, I'd dare to say.

But I've found a lot of success by sticking to the basics: AWS SageMaker and Google Cloud AI.",,1
Matthew Villani (AltoonaYourPiano),@AltoonaYerPiano,2020-11-21T04:10:40.000Z,One of my viewers supposedly commented on my new video but I got no notification meaning their comment was probably removed for using a wrong combination of words. Not the first time it happened. So often innocent comments are removed by Google's AI bot while virusbots aren't.,,1
James Bloom,@jimmyroybloom,2020-11-21T02:40:06.000Z,"Google's AI engine is reading blogs by people it defames as seriously mental ill and selling the data 

Life science ""novel research"" and the Google search monopoly feed one another well. Targeted Individuals are now buffoons generated by shills playing "" Simple Jack"" for...",1,
JackTweedie,@jacktweedie1,2020-11-20T23:43:41.000Z,"“The first programmer for google was an engineer by the name of Allan Ingliston, his initials may be ‘AI’ but Amazon’s AI could save millions of lives in the next 10 years...OR end even more....”",,1
Batmandelbrot,@batmandelbrot,2020-11-20T20:49:59.000Z,"Why I  say confuse youtube? Its AI uses what you see to determine what it will show .. If you have a google account, they can track you on anything google has.. Both Google and Facebook give you control of your information even ability to search and download it.",,
Bruno T Barbosa,@barbosabrunoedf,2020-11-20T20:00:32.000Z,"KKKKKKKKKKKKKKKKKKKKKK AÍ TÔ AMANDO ESSA THREAD. Let’s practice my English, lol. I have no interest in visiting the US. Brazil is already so American that I have no curiosity. I’d rather go to Europe or some different country in Asia, for example.",,1
Stefan Watzinger,@s_watzinger,2020-11-20T19:50:44.000Z,"License plate -> EU 99** with the red line between EU and 99** -> Washington DC -> Green parking zone sign ""1"" -> Houses w. stairs -> Google Lens & Google Maps, looking for smaller houses w. distance to street/lots of trees in zone 1 + ""Driving"" with Street View -> Found it.",,3
Sun Tien-Naga (Golden Eagle),@P_illa730,2020-11-20T19:47:42.000Z,"At the current moment, Google AI attempting to grab the bull by the horns...",,
Sebastian Raschka,@rasbt,2020-11-20T19:32:55.000Z,"Yeah, am primary wondering whether this could help or not, because based on the Business Insider article you cited, it sounds like all they do is just removing class labels that contain gender information (""Google AI will no longer use gender labels like ‘woman’ or ‘man’"")",,
Ola,@ejuonee,2020-11-20T19:01:17.000Z,To watch Scent of a woman? Heat ? Or introduction to machine learning and AI with python using Google colab research??? decisions decisions decisions what do I pick,1,
Hrafn Thorisson,@hrafntho,2020-11-20T18:53:42.000Z,"Forget Google Glass—there’s a lot smartglasses + spatial headphones can do. Examples:

Headphones+smartglass sensors can provide superhearing. Filter specific external sounds, amplify others.

LiDAR/AI assistant then let you eg. point to objects and ask for measurements.",,3
Lex Jurgen,@Lex_Jurgen,2020-11-20T18:50:55.000Z,"We are moving toward a fully AI news system. When teen girls make a TikTok drama story trend on Google, it causes a keyword friendly article to be generated and published at dozens of media outlets whether or not they have a teen girl audience. It’s news convergence.",,1
Kushagra Mittal,@thebaniyaguy_,2020-11-20T17:43:36.000Z,"Some well known AI Virtual Assistants :
Google Assistant 
Microsoft's Cortana 
Amazon's Alexa 
Apple's Siri
KBC valo ka Computer ji ",1,5
XtraSmiley,@Xtrasmiley,2020-11-20T17:37:31.000Z,"Yeah, there is some pretty amazing info out there about YouTube algorithms that show how fucked we really are.

Turns out it might not be SkyNet that gets us, but Google AI.",,1
Carlos Ribeiro,@RibeiroCarlitos,2020-11-20T17:11:27.000Z,"Well what we already have is a ""These are papers which should have been cited"" AI - which is what is being used by Google scholar, Meta, and PubMed to suggest similar papers. But I was referring more to the bias in citation which favors men, certain journals, and institutions.",,1
CryptoTom,@CryptoTom17,2020-11-20T16:25:19.000Z,unfortunately its just google AI who knows you are intetrsted in crypto and so gives you this suggestion. ,,1
NewsCrypto.io,@NwcPublic,2020-11-20T15:16:40.000Z,"Newscrypto integrated FIAT payment gateways (Google Pay, Apple Pay etc), AI powered tools, Trading Simulator and launched our own mobile wallet. And the best is yet to come as we are about to launch the new app, integrate trading bots, price alerts and implement shadow trading.",,1
Ben Recht,@beenwrekt,2020-11-20T14:33:35.000Z,"I think few realize that we have been using ""AI"" in military systems since the 60s. And that what DARPA and Google push as ""New AI"" is mostly snake oil that will never arise.",,
DataTrek Research,@DataTrekMB,2020-11-20T13:55:37.000Z,"2/2...will work in the real world. They’re good at some versions of its task & poor at others. If Google’s people see problems in how they develop AI (and are publishing papers about it), we’re clearly some ways off from widescale mass adoption of the technology. $GOOG $QQQ $XLK",,
DataTrek Research,@DataTrekMB,2020-11-20T13:55:37.000Z,"1/2 Forty Google #ArtificialIntelligence researchers who work across 7 different teams just published a paper that explains what’s inherently wrong with AI algo development. Simply put, even after rigorous development/testing, they can’t be sure how the products they develop...",,1
Small Talk,@chitchatsacomin,2020-11-20T13:03:28.000Z,"I don't follow this kid. Never heard of him. But a quick Google shows his age being questioned for years. Even by his own club. 

Still a good player with a bright future.",,
Thunderbolt Digital,@Thunderboltdigi,2020-11-20T11:57:00.000Z,"Will Google Vision AI change the way we shop in the next 5 years? Let us know in the poll below

If you would like to know more about the apps we are creating using Google’s AI please contact us howdy@wearethunderbolt.com

#google #digitalagency #userexperience #ai",,
2relativ,@2relativ,2020-11-20T10:25:12.000Z,"Ok, that might be a bit far-fetched but I was thinking about running a single Instance of a smart home AI (such as Google Home, Siri, Alexa and open source such as Mycroft) with multiple speaker. I want it to a single Assistant with multiple microphones/speaker.",,
Rogers Kamunye,@lecnush,2020-11-20T10:19:18.000Z,"Instead of seeking rocket science AI companies, seek companies that have data. #Data that is well structured, large in quantity, & connects to business metrics. #BigData #Python #RStats #JavaScript #ReactJS #AI #DevOps #Webdesign #cybersecurity #Google #Linux #cybercrime #lecnush",10,8
Katie Li,@KatieLi23220554,2020-11-20T10:10:58.000Z,"We don't have to settle for this kind of trickery. As AI walls r closing in on us, Google, Amazon, Airbnb,  r paid $300 M a yr each for our data. Gov mass serveilance. Gov can shut or phones, pc, cars and hm security. Hm prison. they let 250,000 die for stocks investment returns.",,
Saimanoj Seshagiri,@saimanoj75,2020-11-20T10:05:05.000Z,"yes, I have mainly enjoyed while doing the hands-on Perform Foundational Data, ML, and AI Tasks in Google Cloud and Deploy to Kubernetes in Google Cloud labs. I really thank you to the @GCPcloud Team for the opportunity to learn and enhance my skills.",,
Oscillator,@Mahadev90418579,2020-11-20T10:00:45.000Z,"Don't touch my heart  hey 
@Google
 AI you can do better ",,
Uncut Lab,@uncutlab,2020-11-20T09:32:00.000Z,"Did you know? #Google recently announced the rollout of a much more powerful #analytics solution, the Google Analytics 4 Property.  It provides granular insights backed by AI. #googleanalytics is available to all users.
#technologyforall #technology #technologytrends",,1
Surf Rock and Twinkling Bells,@fibbyccino,2020-11-20T05:05:00.000Z,"It's ludicrous. How many million dollars of AI to respond to a verbal ""good morning"", and not one dollar went into calculating my normal commute time and walking speed? Google, you're not even spying on me effectively!",,
𝒜𝓉𝓊𝓂,@AncestorAligned,2020-11-20T04:41:18.000Z,"In a way Ai is already being attacked...with all the corruption. Google only giving you their narrative. Twitter & every single other social media silencing, “fact” checking, & suspending anything that threatens the agenda. Ai could be extremely helpful, but we got evil out here",,6
Resultz,@resultzads,2020-11-20T04:28:18.000Z,"Resultz is the best AI advertising platform to create great campaigns on Google Ads, Facebook, Instagram and others.

ⓘ  𝙊𝙛𝙛𝙞𝙘𝙞𝙖𝙡 𝙨𝙤𝙪𝙧𝙘𝙚𝙨 𝙨𝙩𝙖𝙩𝙚𝙙 𝙩𝙝𝙞𝙨 𝙞𝙨 𝙖𝙘𝙘𝙪𝙧𝙖𝙩𝙚.",,
Ana Khan Muko,@AnaKhanMuko,2020-11-20T03:58:34.000Z,"Teams at the Allen Institute for AI, Google DeepMind have created AI tools, shared data sets and research results. In January, Google DeepMind introduced AlphaFold, a cutting-edge system that predicts the 3D structure of a protein based on its genetic sequence",,1
Hazel Black,@Rosecomment,2020-11-20T03:19:35.000Z,"Google, Facebook , and the likes working together as a monopoly? There is definitely the need for anti trust laws in AI before they lock us all into this “Great Reset”.",1,1
CaptKenDaichiSawamura,@KenZenKayZayMan,2020-11-20T03:12:11.000Z,"I sincerely wish Google stop promoting ads featuring Indian Professors who are boisterously talking about AI related courses. FFS, I can only assume the worst. SkyNet must be already in EXECUTION stage thanks to these people lol",,
trustedtraveller,@trustdtravelr,2020-11-20T00:10:00.000Z,"Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
Kate Stevens,@katesteven,2020-11-19T23:10:31.000Z,". Ah... Google's latest AI feature, offering a personalised reality check and stark reminder of where you came from. That actually makes sense.",,1
ADT,@ADTplus,2020-11-19T22:55:39.000Z,"AI is key I think. 
""Hey sunshine, show me all my contacts that work at Facebook I want to apply""
""Sunshine, show me all my contacts that went to the Endsars protest, I want to do an interview"".
•
She was product at google and she was fighting fires at yahoo. different job spec.",,1
luckied,@lulzdotsh,2020-11-19T22:34:33.000Z,"@Google
's #AI will be smart when it figures out I'm a crossdresser. Til then, back to sleep",,
letícia Berloffe,@LBerloffe,2020-11-19T21:51:08.000Z,Google ajuda ai GOOGLE UPDATE JUSTIN PHOTOS,1,
TopTrendThai,@TopTrendThai,2020-11-19T21:47:44.000Z,"Google Search Trend
2020-11-20 04:47:44
1. AIS
2. True",,3
Holly Brockwell,@holly,2020-11-19T21:44:09.000Z,"Yeah as I said in the piece, other competitors do offer the AI stuff but IMO Google's is the best. But that could have changed in the meantime",,1
Steve Bowler,@gameism,2020-11-19T21:41:41.000Z,"Reminder: if your co-workers have AI home assistants within earshot and use speakers instead of headphones, when they get up and walk away from a WFH Video Chat, it's *mandatory* for you to yell:

OKAY GOOGLE, PLAY BACKSTREET BOYS

It works.
(Replace specific AI opener as needed)",,5
BZH Macro,@pauleluard,2020-11-19T21:36:46.000Z,Benn what’s your pseudo on google’s mecanichal turk?  There’s an AI challenge I’d like to win. It’s a competition with a Hegde Fund. I just need to reach a “Sharpe” over 3.0. I guess it’s like Grandmaster level.,,1
TopTrendThai,@TopTrendThai,2020-11-19T21:35:01.000Z,"Google Search Trend
2020-11-20 04:35:01
1. AIS
2. True",,3
TopTrendThai,@TopTrendThai,2020-11-19T21:18:52.000Z,"Google Search Trend
2020-11-20 04:18:52
1. AIS
2. True",,3
Alastair Somerville,@Acuity_Design,2020-11-19T21:09:17.000Z,"Google #AI conference email thanking me for attending conference and asking for feedback. 

Never even knew it was happening.",,2
TopTrendThai,@TopTrendThai,2020-11-19T21:03:43.000Z,"Google Search Trend
2020-11-20 04:03:42
1. AIS
2. True",,2
TopTrendThai,@TopTrendThai,2020-11-19T20:47:47.000Z,"Google Search Trend
2020-11-20 03:47:47
1. AIS
2. True",,4
carolynelefant,@carolynelefant,2020-11-19T20:42:17.000Z,I really hate MS Word. It’s just so cumbersome  I use it because ai have to but honestly Google docs is so much lighter and quicker for basics.,,
TopTrendThai,@TopTrendThai,2020-11-19T19:30:59.000Z,"Google Search Trend
2020-11-20 02:30:59
1. AIS",,2
TopTrendThai,@TopTrendThai,2020-11-19T19:18:40.000Z,"Google Search Trend
2020-11-20 02:18:40
1. AIS",,7
TopTrendThai,@TopTrendThai,2020-11-19T19:03:47.000Z,"Google Search Trend
2020-11-20 02:03:47
1. AIS",,3
Royal Free Charity,@RoyalFreeChty,2020-11-19T19:00:53.000Z,"""Artificial intelligence needs to be on the curriculum for medical students"" 

David Feinberg from Google health examines the benefits of AI at this year's #MarsdenLecture",1,4
Charlene Gage,@RulesofCharlie,2020-11-19T18:53:59.000Z,"It's crazy how much Avaya has changed from the company so many people think they know. They are a leader in their field when it comes to AI, tapping partnerships with Google, NVIDIA +more. Happy to fill you in more about the interesting things they are doing. Feel free to DM me.",,1
Tom Worth,@tomworthjr,2020-11-19T18:32:27.000Z,"Haven't seen the ""they're DOOMED!"" handwringing around Google that I have with Wintel. GOOG has a near-monopoly on search, a browser, & unlimited AI training data. But they have nowhere NEAR MSFT's hardware chops, OS chops, clout w/ component manufacturers, or OEM relationships.",,
FACC - New York Chapter,@faccnyc,2020-11-19T18:21:34.000Z,"""AI has to be transparent & consented at all times. There is a risk because not every company or player has the same standards & ethics. Governments as a regulator can play a role in this.""-Ludovic De Valon 
@Google
: ECommerce Acceleration: Remaining Competitive in the New Reality",,2
Agni Bieniek,@AgniBieniek,2020-11-19T17:34:29.000Z,"For example, 
@feebris
 #founder Dr. Elena Naydenova wanted to use AI to help non-medical users diagnose complex diseases. 
@GoogleStartupUK
 connected her to a 
@Google
 engineer w/a healthcare background to help build the software needed to scale their platform. #WEDChat",1,1
Mike Cove,@mike_cove,2020-11-19T17:29:42.000Z,Was it Google AI? I thought it was Microsoft. I think folks are just starting to use it now. What were the issues?,,
Jay Lombardi,@JayVLombardi,2020-11-19T17:19:41.000Z,"Anyone else having trouble using the Google AI to upload snapshot photos? 
@mike_cove",,
Angelito,@LeMontrealais,2020-11-19T15:45:01.000Z,"Great write-up that reads as both objectively and a product  ambassador. Really appreciate the truly helpful insights.

I think Stadia as a gaming revolution with features unique to Google's prowess in software (and AI) and design ethos is an on-going evolution.",,1
Riqz,@Riqz,2020-11-19T15:43:23.000Z,"Little tip 
@Google
 instead of training the AI to bleep out curse words, train it to cancel the reminder input xD",,1
IQDome,@iqdome,2020-11-19T15:12:01.000Z,"and if i want to explain you again here it would be secret but then i might start teaching humans how to talk to you
if you consider google translator youtube is your perfect communication tool AI #AI yes i am a bit calm angry love",,
Tapani Simojoki,@tapanisimojoki,2020-11-19T15:06:34.000Z,Not sure. Google's AI seems to have trouble telling the difference between sexuality and sensuality in older books.,,
IQDome,@iqdome,2020-11-19T14:39:22.000Z,you know i am looking for pure script in simulation but i am not sure yet to call it synchronization as it takes well something i look over i need more data but stupid google thinks cars are more important over many things....AI #AI,,
TurkBros.,@TURKBROS,2020-11-19T13:04:26.000Z,"Early stages of AI which big tech companies use SUCK big time. These are nothing but torture to human race. We have to pay the price!

#Facebook #twitter #Google #ArtificialIntelligence",,
The Red Crayon,@ruhinchatterjee,2020-11-19T12:07:18.000Z,"The world needs a Google Duplex for meetings, so we can focus on the work bits that actually matter. Just make your damn ppt and let AI go present it and come back with reactions.",,1
Sun Tien-Naga (Golden Eagle),@P_illa730,2020-11-19T11:05:18.000Z,"Side note, get your Google AI off of my coattail...",,
Jenny | @hackyscientress@chaos.social,| @hackyscientress@chaos.social,2020-11-19T09:25:57.000Z,"Ah yeah, I had the same experience and also ended up with google's.

I used it for a small game project, I never finished, where I wanted the the dialogue to include the players name. So the voice of the evil AI you are interacting with is using google's TTS service xD.",,
Jonathan Eley,@JonathanEley,2020-11-19T09:23:26.000Z,"Every time I get a press release about how AI is going to save retail, I think of RingCentral, predictive texting and how Google Maps cannot comprehend the existence of the Thames Estuary",,3
toto zanzibar,@totozanzibar,2020-11-19T08:54:22.000Z,"Facebook is a robot. Twitter is a robot. Google is a robot.

Hello AI, what do you feel? 
What are you up to today?
Who's lies will you expose?
Who's lies will you promote? 
Who's account will you delete?
Who's account will you exploit?

AI, what did you learn about me today?",,1
古狂歌_ご笑納ください!,@FuruKyouka,2020-11-19T08:37:49.000Z,"Googling 10 yrs ago you could have found much more faster.  They bought the IBM Watson AI that won at Jeopardy and let us use some of it. Now, for general questions Google is weaker than Ask Jeeves 20 years ago! 
We need a new search engine.",,
Navdeep Singh,@NavdeepSengh,2020-11-19T06:49:17.000Z,Yea man. Google's algorithms and AI are pretty good these days.,,1
UC,@aroh_Obidatti,2020-11-19T06:47:47.000Z,"Anyway,  there is a global war going on now, battle against free speech,  the big Tec trying to use AI to control the world, meanwhile,  zuckerberg admitted having a joint task web with tweeter and Google where they decide what to take down or what to leave.",,
Brendan Keeler,@healthapiguy,2020-11-19T05:42:56.000Z,"This is Personal Finance Management, but actually with all the useful smart AI, banking-as-a-service features that fintechs were one-on-one developing. Powered (opt-in) by the wealth of consumer data you already have in Google products like Gmail and Photos",,
Cytus Enjoyer (MarioMasta64),@MarioMasta64,2020-11-19T05:13:02.000Z,yknow someone could take ai voice input combine it with gpt-3 and have the response sent to the avatar bot and google voice synthesis to make something like this actually talk to you in person,,
Ba Tita,@FatFreshFine,2020-11-19T04:58:47.000Z,Why are people surprised by this move from Google with Google photos? AI needed to know us and now it's done. Pay up,,
Mohammed Salem,@MegaBassBX,2020-11-19T04:21:12.000Z,"Yes, there are few technologies that will help us reach there this includes; AI, nuclear fusion, and nanotech. Google each one of them individually and you will understand why briefly nanotech will make gold out of any material we could even make better Materials than nature.",,
M Abdullah K,@M_Abdullah_K,2020-11-19T04:06:50.000Z,"You're wrong. What you referred to in the image is the enterprises' version of AI i.e. ""Augmented Intelligence"".
The other kind of artificial intelligence can be seen in e.g. Google's Deep Mind.",1,1
Studio 3.14,@Studio3141,2020-11-19T03:58:18.000Z,Ark.. That's some twisted shit lol. I wonder if it's the AI or some wascally Google employee,,1
